LAT;;;;;47.5584;47.5584;47.5584;47.5584;47.5584;47.5584;47.5584;47.5584;47.5584;47.5584;47.5584;47.5584
LON;;;;;7.57327;7.57327;7.57327;7.57327;7.57327;7.57327;7.57327;7.57327;7.57327;7.57327;7.57327;7.57327
ASL;;;;;279.000;279.000;279.000;279.000;279.000;279.000;279.000;279.000;279.000;279.000;279.000;279.000
CITY;;;;;Basel;Basel;Basel;Basel;Basel;Basel;Basel;Basel;Basel;Basel;Basel;Basel
DOMAIN;;;;;NEMS4;NEMS4;NEMS4;NEMS4;NEMS4;NEMS4;NEMS4;NEMS4;NEMS4;NEMS4;NEMS4;NEMS4
LEVEL;;;;;2 m above gnd;2 m above gnd;sfc;sfc;10 m above gnd;10 m above gnd;2 m above gnd;2 m above gnd;2 m above gnd;2 m above gnd;10 m above gnd;10 m above gnd
NAME;;;;;Temperature;Relative Humidity;Total Precipitation;Sunshine Duration;Wind Speed;Wind Direction;Temperature;Temperature;Relative Humidity;Relative Humidity;Wind Speed;Wind Speed
UNIT;;;;;°C;%;mm;min;km/h;°;°C;°C;%;%;km/h;km/h
AGGREGATION;;;;;daily mean;daily mean;daily sum;daily sum;daily mean;daily mean;daily max;daily min;daily max;daily min;daily max;daily min
UTC_OFFSET;;;;;2;2;2;2;2;2;2;2;2;2;2;2

Year;Month;Day;Hour;Minute;Temperature daily mean [2 m above gnd];Relative Humidity daily mean [2 m above gnd];Total Precipitation daily sum [sfc];Sunshine Duration daily sum [sfc];Wind Speed daily mean [10 m above gnd];Wind Direction daily mean [10 m above gnd];Temperature daily max [2 m above gnd];Temperature daily min [2 m above gnd];Relative Humidity daily max [2 m above gnd];Relative Humidity daily min [2 m above gnd];Wind Speed daily max [10 m above gnd];Wind Speed daily min [10 m above gnd]
1991;03;09;00;00;11.70;89.67;14.80;0.00;4.54;177.63;15.10;9.48;100.00;71.00;9.43;0.35
1991;03;10;00;00;11.11;86.04;0.20;81.67;4.95;149.80;16.19;6.82;100.00;63.00;7.47;2.22
1991;03;11;00;00;7.50;87.75;0.00;0.00;5.49;175.21;11.36;3.10;99.00;75.00;8.56;1.55
1991;03;12;00;00;8.39;83.00;0.00;448.07;5.25;103.61;15.02;3.58;100.00;56.00;6.54;3.73
1991;03;13;00;00;8.76;78.42;0.00;620.97;4.74;107.29;17.89;1.51;100.00;48.00;6.44;2.51
1991;03;14;00;00;9.70;76.29;0.00;633.07;5.50;178.92;18.93;1.61;97.00;44.00;6.54;2.81
1991;03;15;00;00;11.20;80.12;0.00;0.00;6.39;181.24;16.25;4.49;100.00;56.00;9.03;2.89
1991;03;16;00;00;11.85;78.75;0.00;598.76;5.69;122.30;19.47;5.24;100.00;48.00;6.89;3.45
1991;03;17;00;00;10.32;85.54;1.70;78.51;8.23;230.43;16.75;4.87;100.00;62.00;12.93;4.86
1991;03;18;00;00;10.73;89.54;5.10;0.00;9.01;272.49;13.22;8.98;100.00;76.00;14.27;5.03
1991;03;19;00;00;9.80;87.00;6.10;0.00;11.43;215.75;11.76;7.93;100.00;73.00;18.82;5.60
1991;03;20;00;00;11.32;95.38;2.30;152.99;15.97;244.26;14.69;9.58;100.00;80.00;19.45;8.15
1991;03;21;00;00;13.33;90.62;15.90;0.00;10.90;220.61;18.54;9.64;100.00;62.00;35.26;4.68
1991;03;22;00;00;10.39;89.17;5.40;0.00;10.06;273.79;13.68;7.23;100.00;71.00;40.94;1.96
1991;03;23;00;00;10.44;76.92;0.00;271.91;4.18;199.23;16.65;6.50;98.00;51.00;8.84;0.64
1991;03;24;00;00;10.22;89.75;3.60;38.22;15.48;51.50;13.19;7.05;100.00;77.00;31.97;3.15
1991;03;25;00;00;10.12;89.92;0.00;0.00;21.01;59.82;12.94;7.88;99.00;78.00;32.99;13.88
1991;03;26;00;00;10.78;88.46;0.00;0.00;5.25;37.92;13.75;8.51;98.00;73.00;11.90;1.58
1991;03;27;00;00;9.19;84.75;0.00;45.96;10.00;62.08;13.58;4.66;100.00;62.00;22.77;5.29
1991;03;28;00;00;5.19;71.25;0.00;210.64;21.82;59.15;9.44;1.18;96.00;45.00;32.12;11.44
1991;03;29;00;00;3.86;69.25;0.00;119.36;29.03;69.20;7.70;-0.52;94.00;45.00;41.82;16.30
1991;03;30;00;00;5.48;76.58;0.00;0.00;16.03;62.40;10.16;0.14;91.00;60.00;22.63;7.75
1991;03;31;00;00;8.78;74.42;0.00;298.55;8.22;40.72;13.34;5.08;94.00;47.00;12.36;4.66
1991;04;01;00;00;10.83;70.12;0.00;157.60;2.99;222.35;18.88;2.81;100.00;42.00;5.28;0.74
1991;04;02;00;00;12.25;72.42;0.00;747.49;7.71;222.34;18.30;4.12;100.00;46.00;12.96;4.23
1991;04;03;00;00;13.09;73.67;0.00;0.00;8.39;233.28;16.70;9.67;94.00;53.00;15.81;3.92
1991;04;04;00;00;10.51;79.46;1.80;31.91;5.91;238.53;12.68;8.17;96.00;61.00;11.42;2.24
1991;04;05;00;00;8.45;79.04;3.10;7.66;13.54;254.88;10.80;6.72;91.00;56.00;17.94;9.19
1991;04;06;00;00;9.53;73.50;0.10;310.05;6.32;283.20;13.23;6.40;97.00;52.00;10.91;1.19
1991;04;07;00;00;9.32;77.62;0.10;400.80;22.10;235.44;12.91;5.42;100.00;55.00;38.22;6.29
1991;04;08;00;00;9.81;74.21;0.00;97.66;12.59;257.93;15.50;3.39;97.00;51.00;19.96;2.85
1991;04;09;00;00;11.82;70.88;0.00;308.80;6.10;101.34;15.75;8.30;95.00;52.00;14.56;0.53
1991;04;10;00;00;12.19;73.62;0.00;612.21;6.74;86.16;20.95;4.32;100.00;41.00;9.30;4.86
1991;04;11;00;00;12.55;74.75;0.00;597.67;9.72;92.09;19.61;5.23;100.00;40.00;18.69;4.56
1991;04;12;00;00;12.98;71.79;0.00;674.15;6.17;99.14;23.28;3.84;100.00;37.00;12.60;3.20
1991;04;13;00;00;12.94;70.25;0.00;700.68;4.47;160.40;19.58;4.49;99.00;40.00;6.81;0.59
1991;04;14;00;00;12.87;73.50;0.00;604.40;6.23;71.08;18.40;6.49;100.00;46.00;13.27;0.84
1991;04;15;00;00;12.25;77.04;0.00;660.33;11.21;65.09;19.21;4.49;100.00;46.00;20.13;3.51
1991;04;16;00;00;12.51;72.00;0.00;490.21;7.33;157.33;19.10;5.01;100.00;47.00;13.12;1.74
1991;04;17;00;00;5.48;56.54;0.00;604.70;12.52;23.96;10.57;0.78;72.00;40.00;16.76;9.49
1991;04;18;00;00;4.69;61.04;0.00;215.98;10.43;202.51;6.76;2.87;85.00;38.00;14.03;5.60
1991;04;19;00;00;4.82;76.62;5.00;14.04;9.50;259.14;6.71;2.24;96.00;55.00;16.62;2.77
1991;04;20;00;00;4.66;79.33;4.40;0.00;15.18;47.62;8.20;2.51;96.00;53.00;25.55;2.56
1991;04;21;00;00;4.02;68.88;0.70;739.71;7.15;162.14;8.85;-1.81;100.00;44.00;14.06;4.12
1991;04;22;00;00;5.13;64.79;0.20;378.26;20.88;226.09;10.62;-2.39;90.00;42.00;34.97;6.70
1991;04;23;00;00;5.02;79.50;6.20;224.68;14.04;283.64;6.65;3.39;95.00;65.00;22.11;3.53
1991;04;24;00;00;6.97;69.25;0.00;705.85;4.34;148.01;14.30;-0.59;100.00;37.00;12.12;0.59
1991;04;25;00;00;7.85;66.29;0.00;98.86;5.47;126.46;14.79;-0.27;100.00;36.00;8.91;3.23
1991;04;26;00;00;10.53;64.96;0.00;547.73;9.08;62.93;16.99;3.03;99.00;36.00;14.76;3.91
1991;04;27;00;00;11.44;76.29;0.80;264.89;3.96;223.20;20.71;5.14;99.00;46.00;8.69;0.53
1991;04;28;00;00;11.35;81.50;0.20;155.62;5.27;329.31;15.19;8.56;100.00;58.00;7.76;2.93
1991;04;29;00;00;13.56;67.38;0.00;372.89;7.21;264.59;17.66;9.33;98.00;40.00;11.91;4.25
1991;04;30;00;00;10.73;85.62;2.80;0.00;14.39;224.42;12.58;8.86;100.00;77.00;26.10;6.06
1991;05;01;00;00;10.55;91.33;11.10;13.40;11.42;241.67;13.53;8.20;100.00;81.00;15.53;8.93
1991;05;02;00;00;8.31;77.71;0.00;60.77;10.86;67.79;11.66;5.03;94.00;58.00;15.22;7.07
1991;05;03;00;00;6.74;77.04;0.00;152.04;9.18;274.40;9.75;2.91;100.00;57.00;12.94;5.64
1991;05;04;00;00;6.15;72.92;2.30;228.06;8.82;281.96;8.07;1.64;96.00;60.00;15.06;4.61
1991;05;05;00;00;8.57;71.46;0.00;653.08;7.72;255.52;13.11;3.19;100.00;42.00;13.62;3.53
1991;05;06;00;00;8.49;70.54;0.00;617.33;8.90;212.00;13.08;2.68;100.00;46.00;13.99;0.35
1991;05;07;00;00;10.25;66.12;0.00;731.58;5.37;213.05;17.40;2.41;94.00;42.00;7.71;3.10
1991;05;08;00;00;11.67;80.04;1.40;198.51;12.37;51.21;16.31;7.95;100.00;49.00;22.75;3.12
1991;05;09;00;00;12.46;73.46;0.30;437.23;15.95;55.61;17.42;6.14;100.00;44.00;26.31;6.29
1991;05;10;00;00;11.35;82.38;3.10;0.00;10.72;67.12;15.86;6.25;99.00;69.00;15.99;6.42
1991;05;11;00;00;12.20;87.96;1.90;1.91;10.70;287.58;13.86;9.93;98.00;76.00;15.88;6.30
1991;05;12;00;00;11.46;83.54;3.10;262.77;6.93;299.28;13.50;8.37;100.00;75.00;9.69;3.78
1991;05;13;00;00;11.26;81.50;0.00;0.00;4.45;146.03;16.84;5.85;100.00;55.00;5.98;1.95
1991;05;14;00;00;13.52;81.38;3.30;81.06;6.70;249.16;20.60;6.50;100.00;50.00;12.24;1.13
1991;05;15;00;00;10.35;76.54;0.10;150.00;8.92;287.00;11.97;8.45;100.00;49.00;11.11;6.69
1991;05;16;00;00;8.09;85.75;12.70;55.66;8.57;293.27;10.05;5.22;100.00;71.00;12.96;2.75
1991;05;17;00;00;7.37;76.46;0.00;380.36;6.08;256.17;10.11;3.08;100.00;59.00;9.51;2.75
1991;05;18;00;00;8.03;79.83;0.10;580.06;7.38;75.64;11.85;2.93;100.00;58.00;14.73;1.21
1991;05;19;00;00;11.39;71.21;0.00;442.34;3.44;266.23;17.83;4.21;100.00;44.00;6.64;0.53
1991;05;20;00;00;14.43;69.46;0.00;92.86;5.67;228.71;19.89;7.51;93.00;47.00;10.47;1.26
1991;05;21;00;00;16.32;76.12;0.00;665.89;5.12;183.88;23.37;6.88;100.00;51.00;9.12;0.88
1991;05;22;00;00;19.04;71.83;0.00;269.91;6.07;267.00;25.36;11.04;100.00;49.00;11.68;0.59
1991;05;23;00;00;15.35;69.92;0.10;540.55;9.08;101.08;18.44;6.21;94.00;45.00;13.16;2.99
1991;05;24;00;00;8.96;66.96;0.00;718.27;9.37;47.45;13.23;2.93;88.00;46.00;13.53;3.49
1991;05;25;00;00;10.90;68.83;0.00;453.59;4.72;216.10;17.35;1.40;100.00;49.00;10.34;1.70
1991;05;26;00;00;14.30;71.54;0.90;268.72;6.87;231.61;17.72;9.53;88.00;58.00;12.40;1.26
1991;05;27;00;00;13.37;74.71;0.00;700.93;17.55;67.99;18.36;8.65;100.00;46.00;29.90;5.83
1991;05;28;00;00;13.30;69.88;0.00;759.36;14.20;77.71;21.12;4.06;100.00;36.00;24.94;6.72
1991;05;29;00;00;15.37;71.38;0.00;460.34;11.13;77.70;22.38;7.11;98.00;44.00;20.91;5.55
1991;05;30;00;00;14.66;71.88;0.00;624.67;12.95;67.95;21.20;5.61;100.00;51.00;21.81;4.32
1991;05;31;00;00;16.42;72.88;0.00;665.91;7.06;65.13;22.94;7.86;100.00;51.00;11.83;2.27
1991;06;01;00;00;17.74;75.79;1.00;199.23;3.87;213.28;23.51;11.70;100.00;49.00;7.53;0.85
1991;06;02;00;00;14.93;79.00;1.00;478.47;5.82;117.11;21.20;7.73;97.00;59.00;8.38;3.23
1991;06;03;00;00;15.32;69.58;0.20;430.21;20.27;234.27;19.32;10.95;98.00;49.00;34.74;8.19
1991;06;04;00;00;12.01;67.42;0.00;150.64;8.71;265.86;14.79;9.51;82.00;50.00;15.60;3.51
1991;06;05;00;00;14.24;62.50;0.00;280.21;3.88;164.07;21.04;5.71;100.00;34.00;5.62;1.31
1991;06;06;00;00;13.78;84.54;13.00;22.34;9.58;195.45;16.19;10.87;97.00;67.00;22.13;2.95
1991;06;07;00;00;12.30;88.79;9.10;0.00;5.94;142.08;15.81;7.10;98.00;73.00;8.91;4.25
1991;06;08;00;00;14.35;90.71;14.10;68.12;12.21;242.75;15.82;12.63;98.00;81.00;21.57;3.49
1991;06;09;00;00;15.72;82.00;4.00;0.00;6.50;200.73;22.15;9.87;98.00;55.00;10.79;2.89
1991;06;10;00;00;15.99;77.08;0.60;204.89;13.84;247.70;20.25;11.42;98.00;51.00;26.46;5.38
1991;06;11;00;00;15.67;66.54;0.00;243.19;10.49;249.81;19.29;11.68;86.00;48.00;14.94;1.13
1991;06;12;00;00;17.17;72.29;0.00;515.07;5.24;168.96;24.73;8.27;98.00;47.00;8.57;4.01
1991;06;13;00;00;17.30;71.71;0.20;200.16;13.36;242.94;22.24;11.37;97.00;54.00;20.69;5.60
1991;06;14;00;00;15.65;74.96;0.50;247.37;14.77;259.32;19.45;12.60;91.00;57.00;20.23;3.44
1991;06;15;00;00;20.51;68.96;0.30;508.95;10.04;217.31;26.24;14.02;90.00;47.00;22.62;2.93
1991;06;16;00;00;16.36;90.21;26.50;130.33;5.10;232.21;19.35;13.69;98.00;71.00;10.69;2.54
1991;06;17;00;00;14.31;88.12;17.40;0.00;8.84;292.88;16.60;11.26;98.00;64.00;14.04;2.77
1991;06;18;00;00;11.76;84.33;7.00;275.01;12.81;255.10;13.87;8.16;97.00;66.00;18.27;6.13
1991;06;19;00;00;11.01;73.92;0.90;295.83;11.11;225.30;16.34;2.39;94.00;56.00;19.86;3.24
1991;06;20;00;00;13.47;81.79;4.10;0.00;7.61;192.24;15.86;10.39;96.00;64.00;12.07;3.13
1991;06;21;00;00;17.97;78.08;0.50;673.18;9.17;231.43;23.77;12.56;97.00;56.00;12.95;2.66
1991;06;22;00;00;20.85;79.21;7.30;316.49;5.37;201.52;27.46;12.20;99.00;52.00;7.62;1.58
1991;06;23;00;00;21.97;74.38;0.60;616.45;8.54;245.96;26.29;16.93;100.00;50.00;14.97;3.01
1991;06;24;00;00;21.34;73.71;0.00;460.54;14.70;243.66;24.51;16.78;97.00;52.00;26.76;3.46
1991;06;25;00;00;22.38;71.54;0.00;791.27;11.91;235.83;27.17;15.16;95.00;53.00;21.39;2.69
1991;06;26;00;00;21.36;78.17;0.70;545.08;12.01;216.06;27.29;15.47;97.00;56.00;26.20;2.47
1991;06;27;00;00;16.50;79.21;1.40;366.38;18.19;216.37;18.94;10.05;100.00;49.00;40.99;2.47
1991;06;28;00;00;12.99;80.42;8.10;74.68;19.07;266.11;14.16;11.35;90.00;63.00;22.38;10.60
1991;06;29;00;00;13.84;77.33;3.50;182.55;8.47;265.72;17.65;11.07;92.00;57.00;14.59;2.31
1991;06;30;00;00;17.37;59.96;0.00;435.94;4.58;198.36;23.39;6.92;88.00;43.00;6.54;1.13
1991;07;01;00;00;21.04;59.00;0.00;339.32;3.44;123.23;26.88;12.67;86.00;40.00;4.64;2.31
1991;07;02;00;00;22.46;66.38;0.00;88.04;5.38;93.24;27.83;16.19;100.00;41.00;9.61;3.86
1991;07;03;00;00;22.72;77.17;0.00;621.72;6.32;119.85;30.01;15.67;100.00;49.00;15.05;1.89
1991;07;04;00;00;22.13;82.75;0.00;494.30;13.17;73.12;28.44;16.53;100.00;54.00;23.52;5.43
1991;07;05;00;00;23.67;81.38;0.00;535.39;6.81;83.42;30.76;18.71;98.00;46.00;15.27;4.21
1991;07;06;00;00;25.22;75.04;0.00;740.42;5.20;141.63;31.59;19.64;98.00;46.00;11.43;2.29
1991;07;07;00;00;24.43;77.67;2.20;502.10;5.36;199.36;30.85;18.05;100.00;51.00;8.56;1.34
1991;07;08;00;00;24.45;70.17;0.50;487.75;4.07;255.45;27.76;19.46;97.00;50.00;8.28;1.50
1991;07;09;00;00;22.56;71.58;3.40;281.30;4.89;224.05;25.51;19.61;81.00;57.00;9.50;2.53
1991;07;10;00;00;23.07;73.08;0.00;771.16;8.02;79.85;28.92;16.20;100.00;52.00;14.43;3.25
1991;07;11;00;00;25.96;67.00;0.00;648.86;5.37;177.77;33.07;17.96;100.00;37.00;9.75;3.18
1991;07;12;00;00;25.99;63.71;0.00;488.59;6.82;231.42;31.45;16.59;90.00;46.00;16.24;1.21
1991;07;13;00;00;25.86;58.46;0.50;539.66;6.58;276.58;29.80;21.54;88.00;38.00;13.61;1.21
1991;07;14;00;00;19.42;73.46;7.00;214.47;11.02;261.04;22.13;16.45;96.00;54.00;16.95;3.81
1991;07;15;00;00;20.04;69.38;0.00;763.85;4.44;207.52;26.29;12.40;99.00;46.00;9.89;3.26
1991;07;16;00;00;20.91;65.54;0.00;549.66;7.39;227.66;25.65;13.39;91.00;51.00;16.40;2.47
1991;07;17;00;00;19.58;77.17;7.80;231.06;5.73;208.12;22.19;17.04;96.00;61.00;9.73;1.00
1991;07;18;00;00;20.54;66.46;0.00;354.98;7.32;205.24;26.92;11.95;100.00;39.00;15.98;3.31
1991;07;19;00;00;22.53;59.08;0.00;209.94;12.46;246.23;26.35;18.94;71.00;48.00;23.65;3.23
1991;07;20;00;00;22.04;59.58;0.00;830.74;10.86;256.13;28.41;13.48;87.00;37.00;21.30;3.10
1991;07;21;00;00;20.86;66.83;0.00;749.25;5.68;186.37;27.04;14.28;96.00;43.00;11.13;1.00
1991;07;22;00;00;19.52;73.46;0.00;705.43;5.92;65.46;26.64;12.88;100.00;44.00;9.28;3.91
1991;07;23;00;00;22.01;74.50;0.00;657.16;4.17;153.92;30.84;14.45;100.00;36.00;6.29;0.57
1991;07;24;00;00;20.96;75.21;1.10;224.76;14.98;219.79;25.90;15.01;100.00;44.00;26.04;5.91
1991;07;25;00;00;16.89;74.04;0.00;106.60;15.08;237.65;20.33;13.63;100.00;48.00;26.17;4.23
1991;07;26;00;00;14.93;91.96;12.90;19.13;11.55;264.94;16.91;13.87;96.00;85.00;15.02;5.87
1991;07;27;00;00;17.49;77.42;0.00;693.75;4.72;178.22;21.98;13.19;100.00;54.00;9.52;1.85
1991;07;28;00;00;18.40;76.67;0.00;550.30;14.96;73.75;25.17;12.49;100.00;49.00;28.59;3.37
1991;07;29;00;00;20.45;76.00;0.00;596.60;10.44;88.18;28.16;13.33;98.00;47.00;17.95;5.56
1991;07;30;00;00;22.64;70.96;0.90;117.14;4.12;159.12;30.24;13.64;98.00;45.00;9.65;0.81
1991;07;31;00;00;17.89;89.71;33.20;0.00;7.29;262.06;20.32;16.62;97.00;76.00;10.44;5.03
1991;08;01;00;00;16.98;80.38;2.40;239.36;11.62;249.32;20.63;11.90;95.00;62.00;19.46;5.96
1991;08;02;00;00;20.39;67.04;0.00;297.13;5.57;245.12;23.25;17.96;78.00;53.00;8.97;1.29
1991;08;03;00;00;21.32;65.38;0.00;712.78;3.61;111.23;26.40;14.42;93.00;48.00;6.39;0.51
1991;08;04;00;00;21.22;71.79;0.00;206.46;4.15;74.67;26.35;14.79;100.00;50.00;7.62;1.14
1991;08;05;00;00;22.01;72.54;0.00;547.71;4.16;79.82;27.82;16.11;100.00;47.00;6.93;2.27
1991;08;06;00;00;24.18;63.83;0.00;889.42;3.18;130.76;31.13;16.18;96.00;35.00;5.25;1.89
1991;08;07;00;00;26.36;56.04;0.00;822.08;5.62;161.06;35.70;15.06;87.00;27.00;9.06;1.49
1991;08;08;00;00;20.62;87.71;20.90;0.00;8.37;242.33;23.95;19.13;95.00;67.00;18.32;4.80
1991;08;09;00;00;20.76;86.38;1.10;376.08;7.52;140.23;24.15;19.11;96.00;68.00;10.44;4.62
1991;08;10;00;00;22.69;71.33;0.00;473.04;5.36;129.37;28.01;18.20;92.00;54.00;7.90;3.22
1991;08;11;00;00;24.20;62.83;0.00;861.60;3.13;217.65;30.07;16.91;92.00;42.00;6.61;0.35
1991;08;12;00;00;24.08;64.50;1.70;435.21;3.86;240.58;27.88;18.66;91.00;43.00;9.56;0.51
1991;08;13;00;00;23.92;55.50;0.00;687.39;7.58;239.81;28.59;17.79;80.00;33.00;15.97;1.79
1991;08;14;00;00;21.92;61.75;0.40;427.85;5.39;216.04;27.78;14.33;94.00;40.00;9.91;1.70
1991;08;15;00;00;23.47;58.00;0.00;454.85;3.47;130.66;30.75;16.29;86.00;31.00;5.60;0.93
1991;08;16;00;00;22.75;58.29;0.00;658.65;7.44;217.83;30.10;14.22;91.00;34.00;14.34;3.05
1991;08;17;00;00;21.38;54.62;0.00;848.34;10.72;258.02;27.76;12.96;73.00;37.00;19.88;2.93
1991;08;18;00;00;18.96;61.08;0.00;797.31;9.66;249.16;24.33;11.39;93.00;33.00;17.70;4.53
1991;08;19;00;00;17.32;60.12;0.00;895.85;5.46;34.51;23.80;10.05;93.00;35.00;7.46;1.96
1991;08;20;00;00;17.79;62.08;0.00;405.37;2.97;199.36;25.52;8.77;99.00;31.00;4.66;1.21
1991;08;21;00;00;20.32;64.33;0.00;833.05;6.53;107.83;28.69;10.98;100.00;33.00;12.57;3.26
1991;08;22;00;00;23.01;64.83;0.00;401.77;5.34;122.66;33.85;12.90;97.00;29.00;6.47;3.43
1991;08;23;00;00;23.17;65.62;0.50;659.00;4.12;184.84;30.21;15.35;97.00;43.00;7.09;0.88
1991;08;24;00;00;24.23;60.04;0.10;356.61;3.30;222.05;30.15;18.62;86.00;33.00;7.76;0.93
1991;08;25;00;00;23.62;61.75;0.00;564.44;4.86;40.59;29.79;17.66;88.00;40.00;7.47;2.18
1991;08;26;00;00;21.80;68.71;0.00;542.06;5.02;102.96;29.38;15.22;100.00;38.00;7.83;1.74
1991;08;27;00;00;19.41;66.33;0.00;760.86;8.34;43.35;26.48;10.88;95.00;42.00;13.61;3.69
1991;08;28;00;00;19.69;68.00;0.00;406.93;6.23;63.02;26.89;13.36;100.00;38.00;11.15;1.21
1991;08;29;00;00;18.11;70.33;0.00;463.79;11.25;54.02;25.44;10.84;100.00;41.00;20.27;3.90
1991;08;30;00;00;16.14;68.29;0.00;716.18;11.62;73.66;25.68;5.97;97.00;35.00;19.67;7.00
1991;08;31;00;00;18.41;68.79;0.00;660.27;6.04;86.27;28.35;9.42;100.00;39.00;8.29;4.19
1991;09;01;00;00;20.40;68.67;0.20;544.00;6.79;195.27;29.01;11.12;91.00;45.00;12.58;3.24
1991;09;02;00;00;19.20;85.33;9.20;6.94;3.91;288.21;22.76;16.63;100.00;58.00;7.55;2.02
1991;09;03;00;00;21.72;65.29;0.00;691.11;4.08;134.04;28.29;14.37;99.00;39.00;8.65;1.00
1991;09;04;00;00;21.18;65.67;0.00;655.79;3.34;84.43;28.94;13.81;100.00;34.00;4.77;1.52
1991;09;05;00;00;21.39;60.17;0.00;701.63;3.10;203.67;29.03;12.29;100.00;31.00;4.90;0.53
1991;09;06;00;00;19.57;65.96;0.00;728.43;5.96;95.27;26.33;12.95;91.00;42.00;10.72;1.78
1991;09;07;00;00;15.29;66.79;0.00;704.89;7.30;33.24;22.69;7.54;100.00;33.00;11.66;3.89
1991;09;08;00;00;15.68;67.62;0.00;731.92;8.11;59.87;24.12;6.05;100.00;40.00;13.10;3.45
1991;09;09;00;00;17.92;65.12;0.00;511.30;3.03;138.86;26.67;9.92;100.00;29.00;5.08;0.18
1991;09;10;00;00;21.67;51.17;0.00;670.11;9.23;196.42;31.05;10.68;83.00;26.00;20.67;3.81
1991;09;11;00;00;21.20;67.54;5.30;126.27;10.35;214.84;28.41;16.12;88.00;43.00;26.73;4.15
1991;09;12;00;00;19.61;82.50;10.30;0.00;3.61;142.21;23.29;16.39;93.00;74.00;5.33;1.05
1991;09;13;00;00;18.68;79.50;0.00;524.22;4.44;50.76;24.08;14.33;100.00;54.00;8.34;1.38
1991;09;14;00;00;20.01;73.29;0.00;665.81;2.85;65.87;25.88;14.13;100.00;50.00;5.06;0.51
1991;09;15;00;00;20.78;67.62;0.00;349.79;3.52;262.06;26.70;14.70;100.00;41.00;7.51;0.79
1991;09;16;00;00;20.69;58.08;0.00;555.01;6.05;217.26;27.49;12.08;86.00;37.00;12.25;2.19
1991;09;17;00;00;20.32;61.00;0.00;415.60;12.39;252.82;26.11;15.81;79.00;42.00;25.12;4.53
1991;09;18;00;00;18.42;66.62;0.00;776.13;2.90;201.14;25.46;11.13;100.00;38.00;4.89;0.35
1991;09;19;00;00;19.75;60.21;0.00;632.15;3.01;205.51;26.75;11.76;93.00;35.00;5.18;0.51
1991;09;20;00;00;20.76;63.46;0.00;466.70;3.00;117.67;28.15;14.11;91.00;37.00;5.69;1.82
1991;09;21;00;00;20.84;65.29;0.00;383.46;5.65;143.74;30.63;12.52;100.00;27.00;13.08;3.60
1991;09;22;00;00;20.10;69.29;4.80;142.34;12.02;212.40;26.81;13.76;88.00;38.00;24.49;4.54
1991;09;23;00;00;17.57;70.42;8.50;111.64;13.24;270.07;21.45;11.72;97.00;37.00;23.99;5.21
1991;09;24;00;00;16.48;61.12;0.00;726.14;5.29;205.61;24.53;7.26;83.00;40.00;7.61;2.47
1991;09;25;00;00;20.40;66.21;0.40;234.00;7.59;189.72;27.99;11.93;92.00;38.00;14.61;3.89
1991;09;26;00;00;17.10;93.75;30.50;0.00;5.15;179.07;19.50;14.19;97.00;85.00;17.49;2.04
1991;09;27;00;00;12.56;83.17;4.50;112.66;17.97;246.79;14.24;8.01;95.00;64.00;25.15;8.64
1991;09;28;00;00;13.02;73.38;1.80;0.00;7.46;155.98;20.71;5.50;95.00;41.00;15.81;2.98
1991;09;29;00;00;15.59;70.62;0.90;55.53;5.48;116.12;22.43;11.19;98.00;43.00;9.88;3.56
1991;09;30;00;00;15.91;86.21;5.60;0.00;2.89;221.82;20.80;13.28;98.00;67.00;7.42;0.74
1991;10;01;00;00;14.86;76.04;0.20;288.51;12.83;225.50;20.01;10.33;100.00;48.00;24.73;2.56
1991;10;02;00;00;12.58;73.00;0.40;443.44;20.27;266.18;16.14;9.03;95.00;44.00;26.51;2.78
1991;10;03;00;00;12.32;69.58;0.00;612.47;3.26;102.34;19.65;4.10;100.00;40.00;4.48;0.89
1991;10;04;00;00;15.84;69.46;0.00;485.36;3.37;171.32;23.18;8.95;98.00;40.00;4.61;1.71
1991;10;05;00;00;15.55;82.21;11.00;0.00;9.42;202.18;23.35;9.97;98.00;44.00;26.36;3.34
1991;10;06;00;00;13.53;91.25;13.00;0.00;7.43;265.03;15.11;12.67;97.00;80.00;11.82;2.15
1991;10;07;00;00;13.72;90.88;2.10;0.00;3.97;298.66;16.65;12.40;97.00;74.00;5.59;2.15
1991;10;08;00;00;15.84;78.71;0.90;500.09;2.93;152.64;20.21;13.03;95.00;53.00;5.27;0.89
1991;10;09;00;00;15.52;72.58;0.00;594.70;3.83;101.79;22.49;9.64;100.00;39.00;5.90;2.18
1991;10;10;00;00;15.74;70.42;0.00;673.95;6.41;91.70;24.23;7.37;97.00;40.00;9.23;4.53
1991;10;11;00;00;16.00;74.62;0.20;162.60;6.39;122.24;23.36;7.56;98.00;45.00;9.22;2.65
1991;10;12;00;00;15.10;89.42;4.20;0.00;7.06;275.41;17.12;12.43;98.00;76.00;11.31;3.63
1991;10;13;00;00;13.56;84.92;5.00;225.59;5.10;196.42;16.99;11.35;98.00;66.00;7.38;2.70
1991;10;14;00;00;13.86;71.29;0.00;448.72;3.78;117.74;19.85;7.69;100.00;44.00;8.42;1.00
1991;10;15;00;00;15.35;67.12;0.20;30.55;2.74;202.15;19.56;9.70;95.00;49.00;3.82;1.26
